,open_time,ReplyCount,RetweetCount,score_TextBlob,negscore_NLTK,neuscore_NLTK,posscore_NLTK,compound_NLTK
0,2021-10-31 20:00:00,4.945823927765237,5.762979683972912,0.10297762899879152,0.015636568848758466,0.8969683972911964,0.08739277652370205,0.16324108352144467
1,2021-10-31 21:00:00,0.6274038461538461,0.625,0.0803336271759821,0.021086538461538462,0.9003365384615385,0.07858413461538462,0.12803125
2,2021-10-31 22:00:00,0.9310344827586207,9.285057471264368,0.08434753233519902,0.03923448275862069,0.8731034482758621,0.08766206896551725,0.12196068965517241
3,2021-10-31 23:00:00,0.8329048843187661,1.095115681233933,0.08209256592079134,0.015210796915167095,0.9026529562982005,0.08212853470437018,0.15629125964010282
4,2021-11-01 00:00:00,1.5290697674418605,2.4447674418604652,0.09436863463067133,0.036369186046511626,0.8835959302325581,0.08002616279069767,0.12129970930232559
5,2021-11-01 01:00:00,0.49772727272727274,0.7568181818181818,0.13396889725515437,0.014102272727272727,0.8893772727272727,0.09652727272727273,0.23603227272727273
6,2021-11-01 02:00:00,0.6773399014778325,0.603448275862069,0.1222566233455242,0.020694581280788174,0.8954975369458128,0.08380541871921182,0.1666076354679803
7,2021-11-01 03:00:00,0.7659090909090909,0.9931818181818182,0.15084192946613048,0.013968181818181819,0.8908954545454546,0.09512045454545455,0.2046918181818182
8,2021-11-01 04:00:00,0.45308310991957107,0.4879356568364611,0.10852411915112987,0.014359249329758713,0.8587158176943699,0.1269329758713137,0.21212412868632707
9,2021-11-01 05:00:00,1.1551724137931034,1.8251231527093597,0.13691926104079738,0.01781527093596059,0.8995,0.08269211822660098,0.18449408866995073
10,2021-11-01 06:00:00,0.4187866927592955,0.62426614481409,0.07340195761783334,0.012475538160469667,0.8918356164383562,0.09569471624266145,0.15204442270058707
11,2021-11-01 07:00:00,1.1332007952286283,1.3439363817097416,0.10267018449958588,0.016037773359840954,0.9038926441351889,0.08007157057654077,0.17219701789264413
12,2021-11-01 08:00:00,0.7996987951807228,1.3765060240963856,0.16273417461331618,0.015287650602409638,0.8735120481927712,0.11121084337349396,0.26004984939759035
13,2021-11-01 09:00:00,0.8205574912891986,1.7909407665505226,0.15848264296913103,0.019101045296167248,0.8692038327526133,0.111698606271777,0.24465243902439024
14,2021-11-01 10:00:00,1.2813620071684588,2.326164874551971,0.1224020719144207,0.020304659498207884,0.8779820788530466,0.10171863799283154,0.20618136200716847
15,2021-11-01 11:00:00,2.467937608318891,3.5008665511265167,0.12583955790522625,0.024123050259965337,0.8696204506065858,0.10625996533795494,0.2161564991334489
16,2021-11-01 12:00:00,3.7547723935389135,3.120411160058737,0.12061303640426713,0.024488986784140968,0.876129221732746,0.09938913362701908,0.17591395007342142
17,2021-11-01 13:00:00,1.1333333333333333,4.068217054263566,0.10733660598763034,0.019711627906976746,0.8883968992248061,0.09190232558139536,0.1867846511627907
18,2021-11-01 14:00:00,1.16750418760469,1.9581239530988275,0.10599810246072452,0.02331323283082077,0.8900887772194306,0.08658123953098827,0.16369028475711894
19,2021-11-01 15:00:00,1.06312292358804,3.043189368770764,0.111970397970969,0.018392026578073088,0.8807126245847176,0.10088870431893687,0.21250880398671096
20,2021-11-01 16:00:00,1.0491493383742911,1.8620037807183365,0.09979016522473685,0.02223062381852552,0.8773100189035916,0.10045557655954632,0.1972695652173913
21,2021-11-01 17:00:00,0.5091277890466531,1.7748478701825559,0.11505897133597785,0.019354969574036512,0.8940669371196754,0.08657200811359027,0.1737103448275862
22,2021-11-01 18:00:00,1.5296703296703296,2.914285714285714,0.11268003777719615,0.02235164835164835,0.8834307692307692,0.09423076923076923,0.17208703296703295
23,2021-11-01 19:00:00,1.251054852320675,1.8481012658227849,0.12953296170908907,0.021259493670886077,0.8669472573839663,0.11180590717299578,0.21172911392405064
24,2021-11-01 20:00:00,1.0569620253164558,1.5232067510548524,0.0960678865521297,0.01986497890295359,0.8913945147679325,0.08874050632911393,0.1581860759493671
25,2021-11-01 21:00:00,1.074468085106383,2.529255319148936,0.07423170946899338,0.0216781914893617,0.8959521276595744,0.08239095744680851,0.1603683510638298
26,2021-11-01 22:00:00,2.5552884615384617,6.858173076923077,0.06982484554200863,0.020661057692307694,0.9108846153846154,0.06847115384615385,0.1257264423076923
27,2021-11-01 23:00:00,2.3409610983981692,2.391304347826087,0.07037077141940248,0.02751487414187643,0.8990732265446224,0.07342562929061786,0.13088718535469107
28,2021-11-02 00:00:00,4.603626943005182,5.4067357512953365,0.08103084991912712,0.020764248704663212,0.8829170984455958,0.09632383419689118,0.17402720207253886
29,2021-11-02 01:00:00,0.5735294117647058,1.0798319327731092,0.05996890225471502,0.018186974789915968,0.9094789915966386,0.0723235294117647,0.14521470588235297
30,2021-11-02 02:00:00,0.7288135593220338,0.8041431261770244,0.10604948534477136,0.017154425612052732,0.9085461393596986,0.07430131826741997,0.13484557438794725
31,2021-11-02 03:00:00,0.7015209125475285,1.0665399239543727,0.04985624102410581,0.010777566539923953,0.8761121673003802,0.113106463878327,0.1787961977186312
